Table 1
CODE	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1670;;;DATE=1811;;;TITLE=Amsterdamse Courant;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=431350108;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ""Londen den 3 Augusti” in no 32 for 9 Aug 1674 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010899155:mpeg21:a0003];;;SOURCE=AN - 'Honduras' search in Delpher - Kranten;;;SURL=https://www.delpher.nl/nl/kranten/results?query=honduras&page=1&sortfield=date&coll=ddd;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1670	1811	Amsterdamse Courant	issue 1 to ^^^ of ^^^	^^^	https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=431350108	^^^	^^^	^^^	"See ""Londen den 3 Augusti” in no 32 for 9 Aug 1674 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010899155:mpeg21:a0003]"	AN - 'Honduras' search in Delpher - Kranten	https://www.delpher.nl/nl/kranten/results?query=honduras&page=1&sortfield=date&coll=ddd	###												
"PUR;;;OID=^^^;;;AID=Reads;;;OAID=Reads / RWJ 1732;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1730;;;DATE=1761;;;TITLE=Read's Weekly Journal or British Gazetteer;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=London [England] : Printed for J. Read,;;;CAT 0=https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512226388990003941;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Extract of a Letter from Campeche in the Province of Yucatan, dated Nov. 24” in no 375 for 27 May 1732 p 3 [https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001242711/BBCN?u=camb55135&sid=bookmark-BBCN&xid=1707dcf8];;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	^^^	Reads	Reads / RWJ 1732	1	^^^	L	^^^	1730	1761	Read's Weekly Journal or British Gazetteer	issue 1 to ^^^ of ^^^	"London [England] : Printed for J. Read,"	https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512226388990003941	^^^	^^^	^^^	"See “Extract of a Letter from Campeche in the Province of Yucatan, dated Nov. 24” in no 375 for 27 May 1732 p 3 [https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001242711/BBCN?u=camb55135&sid=bookmark-BBCN&xid=1707dcf8]"	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Fenix / F 1849;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1848;;;DATE=1851;;;TITLE=Fénix;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=Campeche, Mex : ^^^;;;CAT 0=https://repositorio.unam.mx/981071;;;CAT 1=https://hndm.iib.unam.mx/consulta/publicacion/visualizar/558075be7d1e63c9fea1a284?anio=1848&mes=11&dia=01&tipo=publicacion;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “OJEADA sobre el establecimiento británico de BELICE y reflexiones sobre su futura influencia” in no 62 for 5 Sep 1849 p 3, no 66 for 25 Sep 1849  p 2, no 68 for 5 Oct 1849 p 2, no 70 for 15 Oct 1849 p 3, no 72 for 25 Oct 1849 p 3, no 73 for 1 Nov 1849 p 2, no 75 for 10 Nov 1849 p 3, no 78 for 25 Nov 1849 p 2, no 81 for 10 Dec 1849 p 3 / NOT FOUND IN ISSUES UP TO 25 DEC 1850 IE NO 156 EXAMINED 12 JUL 2022 / See “Documento inédito ie 1796 diario del teniente coronel Juan O-Sullivan re establecimiento británico” in no 48 for 25 Jun 1849 p 1, no 49 for 1 July 1849 p 1, no 50 for 5 July 1849 p 1, no 51 for 10 July 1849 p 1;;;SOURCE=^^^;;;SURL=^^^;;;END###"	^^^	^^^	Fenix / F 1849	1	^^^	L	^^^	1848	1851	Fénix	issue 1 to ^^^ of ^^^	"Campeche, Mex : ^^^"	https://repositorio.unam.mx/981071	https://hndm.iib.unam.mx/consulta/publicacion/visualizar/558075be7d1e63c9fea1a284?anio=1848&mes=11&dia=01&tipo=publicacion	^^^	^^^	"See “OJEADA sobre el establecimiento británico de BELICE y reflexiones sobre su futura influencia” in no 62 for 5 Sep 1849 p 3, no 66 for 25 Sep 1849  p 2, no 68 for 5 Oct 1849 p 2, no 70 for 15 Oct 1849 p 3, no 72 for 25 Oct 1849 p 3, no 73 for 1 Nov 1849 p 2, no 75 for 10 Nov 1849 p 3, no 78 for 25 Nov 1849 p 2, no 81 for 10 Dec 1849 p 3 / NOT FOUND IN ISSUES UP TO 25 DEC 1850 IE NO 156 EXAMINED 12 JUL 2022 / See “Documento inédito ie 1796 diario del teniente coronel Juan O-Sullivan re establecimiento británico” in no 48 for 25 Jun 1849 p 1, no 49 for 1 July 1849 p 1, no 50 for 5 July 1849 p 1, no 51 for 10 July 1849 p 1"	^^^	^^^	###												
"PUR;;;OID=S 219;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=99;;;FORM=M;;;PRIM=^^^;;;DATE=1621;;;DATE=1717;;;TITLE=1.05.01.01 Inventaris van het archief van de Oude West-Indische Compagnie (Oude WIC), 1621-1674 (1711);;;DESC=99 inventory number(s);;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=^^^;;;SURL=^^^;;;END###"	S 219	^^^	^^^	1	99	M	^^^	1621	1717	"1.05.01.01 Inventaris van het archief van de Oude West-Indische Compagnie (Oude WIC), 1621-1674 (1711)"	99 inventory number(s)	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	###												
"PUR;;;OID=S 55;;;AID=GT;;;OAID=GT / GUATEMALA,zzz;;;FM=1;;;TO=964;;;FORM=M;;;PRIM=1;;;DATE=1525;;;DATE=1837;;;TITLE=Audiencia de Guatemala;;;DESC=971 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859869;;;AV=^^^;;;NOTE=971 Legajo(s) .  Numerados del 1 al 964, algunos desdoblados en dos con signaturación en A y B. Falta el legajo 527 y el 597 no existe.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 55	GT	"GT / GUATEMALA,zzz"	1	964	M	1	1525	1837	Audiencia de Guatemala	971 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859869	^^^	"971 Legajo(s) .  Numerados del 1 al 964, algunos desdoblados en dos con signaturación en A y B. Falta el legajo 527 y el 597 no existe."	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
PUR;;;OID=^^^;;;AID=BOD ASH;;;OAID=BOD ASH;;;FM=1;;;TO=1834;;;FORM=M;;;PRIM=1;;;DATE=1001;;;DATE=1700;;;TITLE=Ashmole Manuscripts;;;DESC=714 shelf marks;;;IMPRINT=^^^;;;CAT 0=https://archives.bodleian.ox.ac.uk/repositories/2/resources/666;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Some digitised [https://digital.bodleian.ox.ac.uk/collections/ashmole/];;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	BOD ASH	BOD ASH	1	1834	M	1	1001	1700	Ashmole Manuscripts	714 shelf marks	^^^	https://archives.bodleian.ox.ac.uk/repositories/2/resources/666	^^^	^^^	^^^	Some digitised [https://digital.bodleian.ox.ac.uk/collections/ashmole/]	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 47;;;AID=CT;;;OAID=CT / CONTRATACION,zzz;;;FM=1;;;TO=5873;;;FORM=M;;;PRIM=1;;;DATE=1492;;;DATE=1795;;;TITLE=Casa de la Contratación;;;DESC=6337 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859528;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 47	CT	"CT / CONTRATACION,zzz"	1	5873	M	1	1492	1795	Casa de la Contratación	6337 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859528	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=AGM;;;OAID=^^^;;;FM=1;;;TO=494;;;FORM=M;;;PRIM=^^^;;;DATE=1757;;;DATE=1934;;;TITLE=Sección de Secretaría de Estado y del Despacho de Marina ie Ministerio de Marina subsección Expediciones subsubsección Expediciones a Indias del Archivo General de Marina ""Álvaro de Bazán"";;;DESC=494 legajos;;;IMPRINT=^^^;;;CAT 0=https://patrimoniocultural.defensa.gob.es/en/centros/archivo-marina-alvaro-bazan/colecciones;;;CAT 1=http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=49348;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See AGM caja 26 doc 30 [El virrey de Nueva España, Miguel José de Azanza, avisa de la llegada a Veracruz de las fragatas Minerva y Nuestra Señora de la O, procedentes de Campeche, con noticias de la expedición a Walix; providencias e importantes objetos en que se ha de emplear a estos buques, México 16 Sept 1798 á 13 March 1799, http://bibliotecavirtualdefensa.es/BVMDefensa/es/consulta/registro.do?id=18820] / AGM caja 37 doc 32 [Que le Comandante General de La Habana facilite al Gobernador del Yucatán los auxilios que necesite para la expedición contra los ingleses de Walix, a 22 Sept 1805, http://bibliotecavirtualdefensa.es/BVMDefensa/es/consulta/registro.do?id=25066];;;SOURCE=AN - ‘Belice Walix Valiz Zaratan Baliz’ search in HOLLIS - Paratext - Eight Centuries;;;SURL=https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/r?request_type=reposition&position=51&detail=1&saved_set=0;;;END###"	^^^	AGM	^^^	1	494	M	^^^	1757	1934	"Sección de Secretaría de Estado y del Despacho de Marina ie Ministerio de Marina subsección Expediciones subsubsección Expediciones a Indias del Archivo General de Marina ""Álvaro de Bazán"""	494 legajos	^^^	https://patrimoniocultural.defensa.gob.es/en/centros/archivo-marina-alvaro-bazan/colecciones	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=49348	^^^	^^^	"See AGM caja 26 doc 30 [El virrey de Nueva España, Miguel José de Azanza, avisa de la llegada a Veracruz de las fragatas Minerva y Nuestra Señora de la O, procedentes de Campeche, con noticias de la expedición a Walix; providencias e importantes objetos en que se ha de emplear a estos buques, México 16 Sept 1798 á 13 March 1799, http://bibliotecavirtualdefensa.es/BVMDefensa/es/consulta/registro.do?id=18820] / AGM caja 37 doc 32 [Que le Comandante General de La Habana facilite al Gobernador del Yucatán los auxilios que necesite para la expedición contra los ingleses de Walix, a 22 Sept 1805, http://bibliotecavirtualdefensa.es/BVMDefensa/es/consulta/registro.do?id=25066]"	AN - ‘Belice Walix Valiz Zaratan Baliz’ search in HOLLIS - Paratext - Eight Centuries	https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/r?request_type=reposition&position=51&detail=1&saved_set=0	###												
"PUR;;;OID=^^^;;;AID=PA;;;OAID=PA;;;FM=1;;;TO=374;;;FORM=M;;;PRIM=1;;;DATE=1513;;;DATE=1825;;;TITLE=Audiencia de Panamá;;;DESC=378 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859901;;;AV=^^^;;;NOTE=378 Legajo(s) .  Numerados del 1 al 374 /Son A y B los números 34, 63, 64 y 296/.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	PA	PA	1	374	M	1	1513	1825	Audiencia de Panamá	378 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859901	^^^	"378 Legajo(s) .  Numerados del 1 al 374 /Son A y B los números 34, 63, 64 y 296/."	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 223;;;AID=ADM;;;OAID=^^^;;;FM=1;;;TO=363;;;FORM=M;;;PRIM=1;;;DATE=1205;;;DATE=1998;;;TITLE=Records of the Admiralty, Naval Forces, Royal Marines, Coastguard, and related bodies;;;DESC=363 series;;;IMPRINT=^^^;;;CAT 0=https://discovery.nationalarchives.gov.uk/details/r/C4;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ADM 7/837/(iii) [Remarks on that Part of the Bay of Honduras where the English Cut Logwood 1765 R Hodgson, http://www.globalcommodities.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/ADM_ 7_837_III];;;SOURCE=AN - ‘Logwood’ search in HOLLIS - Paratext - Eight Centuries;;;SURL=https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/r?request_type=reposition&position=11&detail=1&saved_set=0;;;END###"	S 223	ADM	^^^	1	363	M	1	1205	1998	"Records of the Admiralty, Naval Forces, Royal Marines, Coastguard, and related bodies"	363 series	^^^	https://discovery.nationalarchives.gov.uk/details/r/C4	^^^	^^^	^^^	"See ADM 7/837/(iii) [Remarks on that Part of the Bay of Honduras where the English Cut Logwood 1765 R Hodgson, http://www.globalcommodities.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/ADM_ 7_837_III]"	AN - ‘Logwood’ search in HOLLIS - Paratext - Eight Centuries	https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/r?request_type=reposition&position=11&detail=1&saved_set=0	###												
"PUR;;;OID=S 59;;;AID=MX;;;OAID=MX / MEXICO,zzz;;;FM=1;;;TO=3168;;;FORM=M;;;PRIM=1;;;DATE=1519;;;DATE=1856;;;TITLE=Audiencia de México;;;DESC=3196 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1930212;;;AV=^^^;;;NOTE=Descripción incluida en GUIA DEL VISITANTE. ARCHIVO GENERAL DE INDIAS DE SEVILLA;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 59	MX	"MX / MEXICO,zzz"	1	3168	M	1	1519	1856	Audiencia de México	3196 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1930212	^^^	Descripción incluida en GUIA DEL VISITANTE. ARCHIVO GENERAL DE INDIAS DE SEVILLA	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=IN;;;OAID=INDIFERENTE,zzz;;;FM=1;;;TO=3169;;;FORM=M;;;PRIM=1;;;DATE=1492;;;DATE=1870;;;TITLE=Indiferente General de Archivo General de Indias;;;DESC=3169 legajos;;;IMPRINT=^^^;;;CAT 0=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1931247?nm;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=^^^;;;SURL=^^^;;;END###"	^^^	IN	"INDIFERENTE,zzz"	1	3169	M	1	1492	1870	Indiferente General de Archivo General de Indias	3169 legajos	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1931247?nm	^^^	^^^	^^^	^^^	^^^	^^^	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=3114;;;FORM=M;;;PRIM=^^^;;;DATE=1584;;;DATE=1865;;;TITLE=4.VEL Inventaris van de verzameling buitenlandse kaarten Leupe, 1584-1813 (1865);;;DESC=3114 inventory number(s);;;IMPRINT=^^^;;;CAT 0=https://www.nationaalarchief.nl/onderzoeken/archief/4.VEL;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=^^^;;;SURL=^^^;;;END###"	^^^	^^^	^^^	1	3114	M	^^^	1584	1865	"4.VEL Inventaris van de verzameling buitenlandse kaarten Leupe, 1584-1813 (1865)"	3114 inventory number(s)	^^^	https://www.nationaalarchief.nl/onderzoeken/archief/4.VEL	^^^	^^^	^^^	^^^	^^^	^^^	###												
"PUR;;;OID=S 65;;;AID=PT;;;OAID=PT / PATRONATO,zzz;;;FM=1;;;TO=296;;;FORM=M;;;PRIM=1;;;DATE=1480;;;DATE=1801;;;TITLE=Patronato Real;;;DESC=307 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1916099;;;AV=^^^;;;NOTE=307 Legajo(s) .  (legajos 1-296; de ellos, 66, 78, 90, 95, 97, 98, 103, 104, 222 y 230 y 296 en 2 unidades físicas).;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 65	PT	"PT / PATRONATO,zzz"	1	296	M	1	1480	1801	Patronato Real	307 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1916099	^^^	"307 Legajo(s) .  (legajos 1-296; de ellos, 66, 78, 90, 95, 97, 98, 103, 104, 222 y 230 y 296 en 2 unidades físicas)."	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 51;;;AID=ES;;;OAID=ES / ESCRIBANIA,zzz;;;FM=1;;;TO=1194;;;FORM=M;;;PRIM=1;;;DATE=1525;;;DATE=1778;;;TITLE=Escribanía de Cámara de Justicia;;;DESC=2864 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1866058;;;AV=^^^;;;NOTE=2864 Legajo(s) .  Los legajos están numerados del 1 a 1194, pero casi en su totalidad desglosados en 2, 3 o 4 unidades, utilizandose letras del alfabeto para su distinción;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 51	ES	"ES / ESCRIBANIA,zzz"	1	1194	M	1	1525	1778	Escribanía de Cámara de Justicia	2864 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1866058	^^^	"2864 Legajo(s) .  Los legajos están numerados del 1 a 1194, pero casi en su totalidad desglosados en 2, 3 o 4 unidades, utilizandose letras del alfabeto para su distinción"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 423;;;AID=SD;;;OAID=SD / SANTO_DOMINGO,zzz;;;FM=1;;;TO=2674;;;FORM=M;;;PRIM=1;;;DATE=1518;;;DATE=1852;;;TITLE=Audiencia de Santo Domingo;;;DESC=2720 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859548;;;AV=^^^;;;NOTE=2720 Legajo(s) .  (numerados del 1 al 2674).;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 423	SD	"SD / SANTO_DOMINGO,zzz"	1	2674	M	1	1518	1852	Audiencia de Santo Domingo	2720 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859548	^^^	2720 Legajo(s) .  (numerados del 1 al 2674).	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
PUR;;;OID=^^^;;;AID=AGN INQ;;;OAID=AGN INQ;;;FM=1;;;TO=1911;;;FORM=M;;;PRIM=1;;;DATE=1522;;;DATE=1819;;;TITLE=I Instituciones Coloniales / 61 Inquisición;;;DESC=1911 volúmenes;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=https://archivos.gob.mx/GuiaGeneral/001-Documentacion-de-las-instituciones-coloniales.html;;;AV=^^^;;;NOTE=Query in https://archivos.gob.mx/guiageneral/ yields Inquisición 1484-1842 [1522-1819] Fondo (nivel de descripción 2) of 1911 volúmenes (149.87 metros lineales) /// 4 Jan 2018 AGN Blog describes 1773 vols over 1522 to 1819 at https://www.gob.mx/agn/articulos/fondo-inquisicion-labor-de-preservacion-y-resguardo-del-agn;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	AGN INQ	AGN INQ	1	1911	M	1	1522	1819	I Instituciones Coloniales / 61 Inquisición	1911 volúmenes	^^^	^^^	^^^	https://archivos.gob.mx/GuiaGeneral/001-Documentacion-de-las-instituciones-coloniales.html	^^^	Query in https://archivos.gob.mx/guiageneral/ yields Inquisición 1484-1842 [1522-1819] Fondo (nivel de descripción 2) of 1911 volúmenes (149.87 metros lineales) /// 4 Jan 2018 AGN Blog describes 1773 vols over 1522 to 1819 at https://www.gob.mx/agn/articulos/fondo-inquisicion-labor-de-preservacion-y-resguardo-del-agn	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 45;;;AID=AGCA;;;OAID=AGCA A1 / AGCA zzz / AGCA, zzz;;;FM=1;;;TO=15000;;;FORM=M;;;PRIM=1;;;DATE=1524;;;DATE=1821;;;TITLE=Sección colonial, documentos del Superior Gobierno;;;DESC=15000 legajos circa;;;IMPRINT=^^^;;;CAT 0=https://ahgua.ufm.edu/agca/;;;CAT 1=https://catalog.crl.edu/Record/5897488d-5ea5-506d-abdc-e0bbb83a3186;;;CAT 2=http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=50950;;;AV=^^^;;;NOTE=See Jorge Luján Muñóz, Guía del archivo general de centro américa [Guatemala: Ministerio de Educación, 1982] https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_36796118, and Pedro López Gómez, El archivo general de centro américa (ciudad de guatemala) : informe [Madrid: ANABAD, 1991] http://id.lib.harvard.edu/alma/990029739410203941/catalog;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 45	AGCA	"AGCA A1 / AGCA zzz / AGCA, zzz"	1	15000	M	1	1524	1821	"Sección colonial, documentos del Superior Gobierno"	15000 legajos circa	^^^	https://ahgua.ufm.edu/agca/	https://catalog.crl.edu/Record/5897488d-5ea5-506d-abdc-e0bbb83a3186	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=50950	^^^	"See Jorge Luján Muñóz, Guía del archivo general de centro américa [Guatemala: Ministerio de Educación, 1982] https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_36796118, and Pedro López Gómez, El archivo general de centro américa (ciudad de guatemala) : informe [Madrid: ANABAD, 1991] http://id.lib.harvard.edu/alma/990029739410203941/catalog"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 67;;;AID=SF;;;OAID=SF / SANTA_FE,zzz;;;FM=1;;;TO=1248;;;FORM=M;;;PRIM=1;;;DATE=1527;;;DATE=1831;;;TITLE=Audiencia de Santa Fe;;;DESC=1263 legajos;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1861948;;;AV=^^^;;;NOTE=1263 Legajo(s) .  Numerados del 1 al 1248.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 67	SF	"SF / SANTA_FE,zzz"	1	1248	M	1	1527	1831	Audiencia de Santa Fe	1263 legajos	^^^	^^^	^^^	http://pares.mcu.es/ParesBusquedas20/catalogo/description/1861948	^^^	1263 Legajo(s) .  Numerados del 1 al 1248.	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=S 229;;;AID=CO;;;OAID=CO / CO nn/n / BB nn / Col Rep nn;;;FM=1;;;TO=1073;;;FORM=M;;;PRIM=1;;;DATE=1570;;;DATE=1990;;;TITLE=Records of the Colonial Office, Commonwealth and Foreign and Commonwealth Offices, Empire Marketing Board, and related bodies;;;DESC=1073 series;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=https://discovery.nationalarchives.gov.uk/details/r/C57;;;AV=^^^;;;NOTE=For a fuller account of the history and records of the Colonial Office see Anne Thurston, 'The Records of the Colonial and Dominions Offices' (London, 1995) /// See CO 884/16 [British Hond: Guat boundary 1934-1943] in AM - Archives Direct - Confidential Print: North Amer [https://www-archivesdirect-amdigital-co-uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO%20884_16];;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 229	CO	CO / CO nn/n / BB nn / Col Rep nn	1	1073	M	1	1570	1990	"Records of the Colonial Office, Commonwealth and Foreign and Commonwealth Offices, Empire Marketing Board, and related bodies"	1073 series	^^^	^^^	^^^	https://discovery.nationalarchives.gov.uk/details/r/C57	^^^	"For a fuller account of the history and records of the Colonial Office see Anne Thurston, 'The Records of the Colonial and Dominions Offices' (London, 1995) /// See CO 884/16 [British Hond: Guat boundary 1934-1943] in AM - Archives Direct - Confidential Print: North Amer [https://www-archivesdirect-amdigital-co-uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO%20884_16]"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
