E 1—320 / Events.
ID	NO	TYPE	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 77	77	O		1 June 1664	1 June 1664	Jam privateering disallowed further	"Sir Thomas Modyford arrives at Jamaica, recently appointed Gov of Jam, under instructions to prohibit granting letters of marquee, and encourage friendly trade with Sp"	Spanish Town		Gov of Jam Sir Thomas Modyford									"635, 656, 664, 739, 744, 753, 762, 767, 786, 789, 811, 812 CSPC 5
CSP Spain vol 46 f192
BL Add MS 11410 pp 16-25, 303"	Haring 120	"Friendly trade and suppression of buccaneers does not prove successful. “It is not in the power of the governor to have or suffer a commerce, nor will any necessity or advantage bring private Spaniards to Jamaica, for we and they have used too many mutual barbarisms to have a sudden correspondence. When the king was restored, the Spaniards thought the manners of the English nation changed too, and adventured twenty or thirty vessels to Jamaica for blacks, but the surprises and irruptions by C. Myngs, for whom the governor of San Domingo has upbraided the commissioners, made the Spaniards redouble their malice, and nothing but an order from Spain can give us admittance or trade.” /via Haring 121 /CSPC 5 [T Lynch, 25 May xxx]

Tortuga made suppression of buccaneering difficult /Haring 122 /BL Add MS 11410 pp 16-25, 303 /786 CSPC 5"	
E 		O		1 January 1665	30 December 1665	Armada de Barlovento reformed	"Armada de Barlovento reformed, on advice of Casa de Contratación, to better defend Sp mainland coast and islands"	"Cadiz, Veracruz [Mexico]"	Casa de Contratación / General Juan de Urbina / Gen Pablo Fernández de Contreras / Gen Agustín Dióstegui / Adm Alonso de Campos										"Veitia Linage, lib 2, cap 5, no 5"	Lang 582		
E 78	78	O		3 May 1667	3 May 1667	Treaty of Madrid	Inc free trade bw Sp and Eng												xxx			
E 79	79	O		1 January 1668	30 June 1668	L’Olonnais Expedition	"L’Olonnais drifts towards Sp Hon, whereupon he sacks Puerto Caballos, attempts to sack San Pedro Sula, and attempts to sack a Sp galleon in Amatique Bay"	"Puerto Caballos, San Pedro Sula, Amatique"		l’Olonnais / Mozes van Klijn / 1 Ship 5 Craft 700 men									xxx	Marley p263	Exclude?	
E 80	80	O		18 July 1670	18 July 1670	Treaty of Madrid													xxx			
E 		O		1 January 1677	30 December 1677	Delgado journey	"Dominican friar is sent from [Santiago de?] Guatemala with despatches for Gov of Yuc, and is tasked with finding a route via Manche Chol settlements [eg Campin, Soite], Mopan [Macal?] River, Tipuj, Bacalar [original site? Pacha?], and on to Merida"	"Cajabon [Guatemala], Moho R, Mopan R, xxx, Merida"	Dominican friar Joseph Delgado / 3 vecinos fm Bacalar or Tihosuco										"Thompson, Maya, p22
Bib N France MS xxx [Memorias de los parajes y ríos que ay desde el pueblo de San Miguel Manché hasta los indios ahizaes—el camino y indios] 
Bib N France MS xxx [Viage a Bacalar, y encuentro de los de Bacalar, los nombres estan en el derrotero que di a V.P.M.R., el de la canoa se llama Alonso Moreno]
ESCRIBANIA,339A 
GUATEMALA,152"	Jones 1 p248	"Was not permitted to enter Tipuj /via Jones 1 p249 /Thompson, Maya of Belize [transcription of Delgado accounts]"	
E 81	81		Hos 13	1 August 1677	30 August 1677		"Bartholomew Sharpe captures Sp during missionary entrada, and possibly raids unknown number of Maya hamlets"	xxx	Friar Joseph Delgado xxx Ma guides	Bartholomew Sharpe			Friar and xxx Ma / Friar released / xxx Ma from hamlets possibly taken			prev Ma hamlets possibly raided / Personal property robbed			"GUATEMALA,152 ff 140—45 — a 26 sep 1677 "	Bialuschewski p52—3 n53 	"Sharpe crew reconnoitred Hon coast from camp near Old, and on intercepting missionary entrada, robbed and released Sp friar but not his Ma guides /via Bialuschewski p52—3 n53, though AGI item cited could not be consulted"	
E 82	82	O		1 January 1678	31 December 1678	Rivera Quintanilla entrada	"Capt Rivera Quintanilla attempt a three-pronged entrada across rebel-held places in Yuc, during which Sergeant Major Antonio de Ayora Porras heads one prong of the entrada towards Chaclol, possibly towards Tipu"	"Campeche, Chanpoton, Sahcabchen, Bacalar, Teabo, Tekax, Hopelchen, Chaclol, Tipuj [possibly]"	Gov of Yuc Antonio de Layseca Alvarado / Capt Antonio de Rivera Quentanilla / Br. Francisco López / Sergeant Major Antonio de Ayora Porras w Fray Francisco de Bolivar										"MEXICO,312 f 4v–12r [Expediente sobre misiones, 1696, with Auto de ruego a 9 ene 1696]
PATRONATO,237,R.8 f 16–22
MEXICO,248 [Méritos y servicios de Antonio de Ayora Porras]
MEXICO,920 [Probanza of Bartolomé de la Garma, 11 ago 1696, with Certificación de Don Antonio de Ayora Porras, 3 nov 1678]
ESCRIBANIA,321A [Residencia del general Don Antonio de Layseca Alvarado a 1683]"	Jones 1 p245	Chaclol = 90 [Sp] leagues beyond [S?] Hopelchen [possibly near Tipuj] /via Jones 1 p247 /xxx	
E 83	83	O		17 August 1686	28 April 1687	Castillo y Toledo entrada	"Captain Juan del Castillo y Toledo charged with punishing guilty parties in Paliac murders, but Capt Castillo y Toledo rather focusses efforts on reducing Ma just north of Hondo R"	"Oxkutzcab, Holpat, Chanchanha [Sacalum?], Ixpimienta or Tzucpimienta"	Gov of Yuc Bruno Tello y Guzmán / Capt Juan del Castillo y Toledo / Capt Juan Castillo del Arrúe / 129 Sp 141 Ma / Franciscan friar Francisco Centurion / Fray Sebastian Méndez										"MEXICO,924 [Méritos y servicios de Juan del Castillo y Toledo y Juan Castillo del Arrúe a 1717]"	Jones 1 p250	Holpat = 130 leagues [S or SE] fm Oxkutzcab /Jones 1 p252	
E 84	84		Hos 1	1 January 1694	28 February 1695	Milicias Campaign	One Yucatan militia campaign against Settlement	St. George’s	Milicias Provinciales de Yucatan / Gov. Roque Soberanis y Centeno					Eng loggers completely dislodged					AGN Reales cédulas vol 26 exp 27 ff 52—55v —Madrid a 16 nov 1694	"Molina Solis II p356
Barke 2012 p107 n367"	"Upper End inferred /via Barke 2012 p107 n367, though post-dates AGN item cited therein"	
E 85	85	O		1 April 1695	30 September 1695	Hariza y Arruyo visita	"Alcalde of Bacalar-at-Chunhuhub Captain Francisco de Hariza y Arruyo carries out a visita and reaches Tipuj, at which point he sends an embassy to Tah Itza, which was delayed by a military campaign then underway by Capt Juan Díaz de Velasco, under Audiencia of Guatemala authority, but which ultimately proved fruitful"	"Bacalar-at-Chunhuhub, xxx, Zaczuz, Tipuj, Tah Itza"	Capt Francisco de Hariza y Arruyo / Mateo Uicab	Can Ek									"PATRONATO,237,R.10 [Francisco Harizo to Gov a 7 jul 1695 / Auto by Gov a 7 sep 1695 / Gil de Azamar a Hariza / Gov a Barrios Leal a 1 dic 1695]"	Jones 1 p259		
E 86	86	O		15 August 1695	30 September 1695	Tipu embassy to Merida	"On Captain Francico de Hariza y Arruyo’s urging or orders, Tipuj sends embassy to Merida, to render obedience, confirm local elections, and request priests"	"Tipuj, xxx, Merida"	Capt Francisco de Hariza y Arruyo / Pablo Gil de Azamar	7 Tipuj residents									"PATRONATO,237,R.10 [Gov a Barrios Leal a 1 dic 1695 / Auto by Gov a 7 sep 1695]"	Jones 1 p259		
E 				1 November 1695	26 December 1695	False Tah Itza embassy to Merida	"A Tipujan embassy from Yalain, pretending to represent Can Ek of Tah Itza, is sent to Merida, via and with help of Tipuj and Capt Hariza y Arruyo, which is well received and reciprocated by a return misión to Tah Itza via Tipuj, headed by Br. Gaspar de Güemes"	"Yalain, Tipuj, Bacalar [original site], Merida"	Capt Francisco de Hariza y Arruyo / Mateo Uicab / Gov of Yuc Martín de Ursúa y Arismendi / [later] 10 secular priests inc Br. Gaspar de Güemes w 25 t 30 soldiers	4 Tipujan residents of Yalain / 2 Tipuj translators									"PATRONATO,237,R.10 [Gov a Barrios Leal a 1 dic 1695 / Gil de Azamar a Hariza]
PATRONATO,237,R.3 [Recibimiento a 26 dic 1695]
PATRONATO,237,R.1 [Gov to Crown a 10 mar, 12 may 1696]
Villagutierre, Historia de la conquista, lib 8 cap 4 
Avedaño, Relation of Two Trips, p54
GUATEMALA,151, pieza 3 f 235–37 [Petición de Gil de Azamar a sep 1696]
ESCRIBANIA,339B, pieza 18 [Declaración del bachiller de Güemes a 29 nov 1703]"	Jones 1 p262	"The 4 residents of Yalain claimed to be Tah Itza representatives, but were later identified as Tipujans Ah Chan, Ah Chan Tan, Ah Tek, Ah Ku, at least 3 of which had previously been part of the Tipuj embassy to Merida, though they were close to residents of Yalain, whose priest-ruler, Chomax Zulu, was  ""a great comrade and confidant of King Canek [of Tah Itza] ..."" /via Jones 1 p264 /Avedaño / It would thus appear that Ursúa and Hariza, once having seen the symbolic and political potential of Ah Chan's connections with both Tipu and Tah Itza, and having realized the possibility of establishing Yalain as a gateway tot he Itzas, decided to recognize Chan as an emissary of Can Ek and to establish Yalain as a legitimate Spanish Indian town. They must have sent Chan and his companions back to Tipu in September with instructions to return in December as a ""full-dress"" ambassadorial party. /Jones 1 p264"	
E 		O		13 March 1697	13 March 1697	Fall of Nojpetén	One Yuc military campaign to conquer last non-subjugated Maya city or town in Yuc	"Merida, Campeche, Lake Peten Itza"	Gov of Yuc Martín de Ursúa y Arismendi / Pedro de Zubiaur / 130 men	Kan Ek’ / Aj Kowoj / AjChan / Chamach Xulu									Villagutierre Sotomayor			
E 87	87		Hos 1	1 January 1700	30 June 1703	Vecinos Campaigns	Three Yucatan para-military campaigns over land against Settlement	"Old, New, Hondo, Zacatan"	Gov. Don Martín de Ursúa y Arizmendi / Capt. José de Aguilar y Galeano / Sp vecinos / Ma allies			bloody battles		dislodged Eng fm Hon		houses or huts burnt		Flying Post 944 p1	"MEXICO,889 — a 8 junio 1702
MEXICO,1078,L.41 porción 1 ff 231v—234v
ESCRIBANIA,339B, pieza 28 [Relación del Bachiller a 10 jul 1703]"	"Seville 1944 p69 n1
Molina Solis III p9—10
Jones 89 p334 no 8"	"Upper End inferred from date of one of AGI items cited

Desde que en propiedad entré a gobernar, han hecho los vecinos tres entradas por tierras de Zacatán, sin costo alguno de la Real Hacienda, como lo he representado a V.M., y que con muerte de alguna gente nuestra se logró el desalojo de ingleses que ocupaban aquel territorio al corte y comercio de palo de tinte /via Calderon 93 no 1 /MEXICO,889 -- a 8 jun 1702"	
E 89	89	O		1 January 1707	31 December 1707	Aguilar reduction	"Capt Joseph de Aguilar reduces Tipuj to Lake Peten Itza, thereby likely marking the last Sp reduction in Hon"	"Negroman, Lake Peten Itza"	Gov of Yuc Martín de Ursúa y Arismendi / Capt Joseph de Aguilar										"MEXICO,3159 [Gov of Peten, report of 1707]
MEXICO,702 [5 feb 1716]
ESCRIBANIA,339B, pieza 27 [Gov to Crown a 12 sep 1707, 24 ene 1708]"	"Jones 1 p270
Gerhard 74"	"Tipuans who visited Ursúa just following the Itza conquest informed him that Tipu constituted two towns [ie Tipuj, Baltok?] of about 400 persons in all—not including a small population of Muzules in the forest toward the east. /via Jones 1 p333 no 78 /PATRONATO,237,R.1,N.11"	
E 88	88		Hos 1	1 January 1707	12 September 1707	Sacking of Tipuj	Loggers sack or assault Tipuj	Negroman					some Ma fm Tipuj captured as slaves						"ESCRIBANIA,339B — a 12 sep 1707 w Real Cédula a 24 enero 1698 [No 27 ff 23r—29v]"	"Jones 98 p408 n74
Offen 49"	"Tipuj location /via Jones 98 xv—xvii, p285—6

[T]he Mosquito ... captures Mayan Indians from around the Yucatán Peninsula [1702-1721], some of which were seen later in Virginia and Jamaica /Offen 49, citing 41 CSPC 481, and transcriptions in Feldman 2000 Lost Shore, Forgotten Peoples p218-220 / though Mosquito hostilities in Peten = GUATEMALA,299 [Expediente sobre hostilidades y exterminio de los indios zambos, mosquitos e ingleses en Roatan a 1713—1755] / Mosquito hostilities in Hon = MEXICO,3017 [Gov to Crown a 1 ago 1729] / MEXICO,1017 [Papeles tocantes al exterminio de los ingleses del Río Walis a 1760] /via Jones 1 p335 no 13"	
E 90	90		Hos 1	1 January 1709	31 December 1710	Guatemala Campaigns	Two Guatemala military campaigns at least one Log work in Hon	Mopan	Capt. José de Aguilar y Galeano Sp soldiers				"19 English men, 1 Eng woman, 10 slaves, 6 Natives / 18 Eng later released / later 14 Eng captured"		Flats burnt	Ranchos burnt			"GUATEMALA,186 — a 5 jul 1716
MEXICO,1079,L.43 porción 1 ff 102r—105r"	"Jones 98 p411 n91
Barke 2012 p119 n407—8"	"Peten under Audiencia de Guatemala /via Jones 98 p411 n90
Log work location suggested /via Jones 98 p411"	
E 91	91		Hos 1	1 January 1709	31 December 1710		Loggers trade arms for slaves with Maya	"Peten, Mopan or Macal"					Ma captives traded						"GUATEMALA,186 — a 5 jul 1716
GUATEMALA,299 -- Real cédula a 30 abril 1714, Consulta a 5 jun 1713
MEXICO,3017 -- a 1 ago 1729
MEXICO,1017"	"Jones 98 p411 n91 
Jones 89 p355 no 13"	"Lower Start, Upper End inferred to match Guatemala Campaigns
AGI items 299, 3017, 1017 regard Miskito activities near Hon /via Jones 89 p355 no 13"	
E 92	92	O		9 December 1713	9 December 1713	Peace of Utrecht													xxx			
E 93	93	O		1 January 1715	30 December 1715	Exotic logwood cultivation	"Logwood, likely endemic to upper mainland Yucatan, is likely first cultivated outside of this area in Jamaica"	"Terminos, Jamaica"		Henry Barham									Sloane 1725 vii	McJunkin 238	"Logwood likely endemic to upper Yucatan mainland, and absent in its offshore islands eg Cozumel /McJunkin 230, 236 [though check presence of other dyewoods in Hon, WI etc esp Tortuga, Roatan]

By 1756 logwood was growing in many parts of the island [Jam], especially in low swampy grounds /via McJunkin 238 /P. Browne, Civil and Natural History of Jamaica, London 1756 p221 /E. Burke & W. Burke, An Account of, London 1757 p69 /Long 1774 III p754

Logwood introduced to Bahamas c 1721, probably fm Belize /via McJunkin 239 /M. Catesby, Natural History of, London 1743 p66

Possible pre-1715 exotic cultivation of logwood in Antigua [early 1600s, though no documentary evidence of, and only noted widespread range in 1850] /via McJunkin 254 /via D. R. Harris, ""The invasion of oceanic islands by alien plants,” 1962 p74, D. R. Harris, “Plants, animals, and man in the Outer Leeward Islands,” 1965 p82"	
E 94	94	O		19 September 1715	19 September 1715	Famine among Eng loggers in W Yuc	Exodus of English loggers from W Yucatan on account of famine	Terminos										Boston News-Letter 596				
E 95	95	O		10 December 1716	10 December 1716	Routing from Terminos	Spanish rout English loggers in W Yucatan	Terminos											484 X CSPC 29		Sargento mayor Alonso Felipe de Andrade	
E 96	96		Hos 2	10 January 1718	10 January 1718		Lowther assaults ship Greyhound	xxx		Lowther			Greyhound men barbarously used / 5 mates tradesmen impressed		"burnt 8 w cargo in Greyhound, 1 sloop burnt, 1 taken, 1 plundered, 1 of 80 to 100 t taken, 2 brigs taken"				xxx			
E 97	97		Hos 2	2 April 1718	2 April 1718		Blackbeard captures sloop Adventure	xxx		Blackbeard			impressed Harriot and his men		took sloop Adventure				xxx			
E 98	98		Hos 2	9 April 1718	9 April 1718		Blackbeard assaults Fleet	xxx		Blackbeard					"took Caesar 400 t ship, 4 sloops, plundered all, returned 2 sloops"			St. James’s Evening Post 496 p1				
E 99	99	O		1 January 1721	31 December 1721	Routing from Cape Catoche	Spanish rout English loggers in N Yucatan	Cape Catoche											xxx	Calderon 104 n56-57		
E 100	100	O		1 January 1722	31 December 1722	Magistracy and Public Meeting	Magistracy and Public Meeting established	Old		xxx									"MEXICO,1017 — a 26 abril 1724"	Calderon 100 no 47	"“King” or Chief Magistrate by 1722 /via Atkins 228
Declaración del llamado Juan de Oces [uno de seis prisioneros hechos en el Cayo de la Aguada] : ""...y [dijo Oces] que [los ingleses en Honduras] tienen un hombre que le llaman el Gobernador, y no gobierna nada."" /via Calderon 100 no 47 /MEXICO,1017 -- a 26 abr 1724"	
E 101	101	O		1 February 1722	28 February 1722	Residential houses at Hon	Yuc notes erection of habitations on coast from Cape Catoch to Bay of Hon by Eng	London	Marquis de Poco Bueno										"SPF Spain, Min in Eng, 56"	Burdon 1 p66	"1722, September 3rd. Note by Marquis de Poco Bueno, Sp Min in Lon. Complains that the Sp have found on the [E] coast of Yuc ""neuf bandes de coupeurs de Palo Tinta, avec des barraques ou ils faisaient leurs habitations."" /via Burdon 1 p66 /SPF Spain, Min in Eng, 56

Lower Start = Complaint on 7 Apr 1722 by Marquis de Poco Bueno of erection of habitations on coast from Cape Catoche to Bay of Honduras by Eng /via Burdon 1 p66 /SPF Spain, Min in Eng, 56"	
E 102	102		Hos 14	1 August 1722	11 February 1723	Barca Expeditions	"Sp privateer surprises English merchant craft with logwood, after which one Yucatan naval campaign against Fleet"	"Cozumel, Old"	Capt. Esteban de la Barca / later with 2 PA 50 men	1 frigate of 24 cannons		1 woman in frigate of 24 cannon	co of 1 frigate of 24 cannons imprisoned = 36 Eng 8 Neg		1 frigate 1 sloop w Log / 1 frigate of 24 cannons w Log cargo seized				"MEXICO,1081,L.50 ff 306r—308r
MEXICO 1081,L.50 ff 290r—v"	Barke 2012 p121 n414—15		
