Series E 0—548 / Events.
ID	NO	LOSSY	ASSAULT	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	PRESS	CF	VIA	NOTE	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	
E 		0	0		1 Jan 1776	30 Dec 1776	Parish est	"Rev Robert Shaw, Anglican priest, establishes a Parish in Hon"	St. George’s		Rev Robert Shaw			xxx									
E 354	354	0	0		8 Jul 1776	8 Jul 1776	Mapa de el Pescador	"Detailed map by Joaquín del Castillo, with locations of Eng settlements and logging works in Hon and Mos Shore, and navigation routes off Hon"		Joaquín del Castillo				"MP-GUATEMALA,222
MP-GUATEMALA,223
GUATEMALA,878 [Presidente a 8 jul 1776]"		"Explicacion. Desde el Cavo de Catocohe, ... hasta la Punta de Placencia, no tengo particular conocimiento, solo el de haver estado cindo dias fondeado en la Ysla de Cosumuel, ... Por el año de 760 [1760], con motivo de haver tomado plaza de Piloto en Omoa se me dedico, paraque pasare alos Cayos de Paliaca, à sacar Piedra para las R.e obras de aquel Puerto, cuyo motivo me facilito la proporcion de imponerme bien de su figura, y cayos, que comprende, ... En esta Ysla [Guanaja], se entra porla caveza de el Leste, como lo señala la Linea de punto, y se sale con Barco chico, porla partes del sudoeste: es el refregio de todos los Barcos, que bienen de Jamayca, ò ban de Waliz. ... /MP-GUATEMALA,222

See MPD, 01, 002 =  MP-GUATEMALA,231 for similarly detailed map of 18 Jan 1777 by José Estévez Sierra, with rivers, cayes and extent of Eng presence mapped [""Mapa Geografo de la Costa de Honduras, ... nuevamente reconocida y inspeccionada en el mes de Octubre del año proximo pasado [1776] ...”]"							
E 356	356	0	0		12 Oct 1778	12 Oct 1778	Reglamento de libre comercio 1778																
E 		0	0		23 Jan 1783	23 Jan 1783		"Sp capture Eng brig, and thereby imprison Col Robert Hodgson"	xxx					xxx									
E 363	363	0	0		3 Sep 1783	3 Sep 1783	Treaty of Versailles							"FSP
PR 1 [11 May 1784]
Hon Alm [1828]
GUATEMALA,665 [Campbell a Estacheria a 23 nob 1783 / Estacheria a Galvez a 12 ene 1784]"	Burdon 1 p137	"See maps MP-GUATEMALA,297 / MP-GUATEMALA,314 / MPD, 04, 002 / MPD, 06, 110"							
E 365	365	0	0		20 Feb 1784	26 Jun 1784	Merino inspection	José Merino Ceballos inspects Hon and borders as Sp Commissary	"Old, Triangles"	José Merino Ceballos / Nicolás Pereira	Col Edward Marcus Despard			"GUATEMALA,665 [Campbell a Estacheria a 23 nob 1783 / Estacheria a Galvez a 12 ene 1784 / Merino a Galvez a 5 abr 1784, 26 jun 1784]"	Calderon 266	"Desde aquella fecha [20 Feb 1784] hasta la de hoy han pasado 2 meses y 14 dias, que ha que me hallo en dicho Presidio esperando los Comisarios ingleses que debe enviar el Gobernador de Jamaica para hacerles entrega de los terrenos convenidos, sin embardo de que ya se hallan fondeados various buques de dicha nación en la boca del río Walix, cargados de familias, esclavos y ganados para su establecimiento. /v Calderon /GUATEMALA,665

Kingston, (Jam), Jul 31 [1784]. We hear fm the Musquito-shore, that the Sp and Eng Commissioners, who were appointed to run the limits of the territory, on the coast of Hon, granted to the Eng, by the Definitive Treaty of Peace between Spain and GB, for the purpose of cutting logwood and mahogany, have accomplished that desirable business to the satisfaction of all parties.—The affability and sincerity of the Sp Commissioners, through every stage of this important transaction, are spoken of in terms which do those gentlemen the highest honour. The boundary lines are marked in so liberal a manner, that our Commissioners obtained a considerable quantity of land which they had no well founded right to expect. /South-Carolina Weekly Gazette II 108 p2 = 1 Sep 1784 / Kingston, (Jam), Jul 31 [1784]. The Brit Commissioners appointed to settle the boundaries at Hon with the Sp, arrived fm thence on Monday in the Iphigeni frigate. /Pennsylvania Journal, or, Weekly Advertiser 1736 p3 = 6 Oct 1784"							
E 366	366	0	0		1 Jul 1784	15 Sep 1785	Mercury Affair	"George Moore, a merchant of London, under Government contract, transports 86 convicts aboard ship Mercury to Hon, after which Public Meeting resolves to not allow their disembarking, though Superintendent is required to disembark them"	Old		Col Despard / Evan Napean / Mercury owner George Moore / Mercury master John Arnott / Chief mate of Mercury Daniel Hill / William Whaley		New-York Packet 574 p2	"PR 1 [9, 11 Aug, 5, 12, 22 Sep, 2, 5 Oct 1784] CO 123/11 [4 Jul 1788]"	Burdon 1 p146	"1784, August 9th. Meeting of Inhabitants at a private house. Four Magistrates, 15 other inhabitants present. The meetnig was occasioned by the alarming and dangerous situation from the arrival of the Ship Mercury with a great number of convicts, the landing of whom would damage the credit and character of the country. Resolved, ""that the Agent Factor or Super-cargo for the said convicts be required to order the whole of them to be reembarked without delay on the Ship Mercury in order that they may sail in said ship at or before the expiration of 15 days before mentioned allowed fro her stay here ... It is likewise resolved that any person purchasing any of the aforesaid convicts shall for each and every one pay the aforesaid fine of one hundred pounds currency. [Here follow 31 names.] /via Burdon 1 p146 /PR 1

1784, September 22nd. Court. Case of Henry Jones v Daniel Hill and Moses Pastrom before three Magistrates and a jury of 17. Held at the house of James McAulay. [Re Hill and Pastom going to Northern River with a number of convicts from the ship Mercury.] ... juroers find for the Plaintiff and that the defendants have acted contrary to the Resolves signed the 9th day of August last, and that the majority are of opinion Mr. Jones acted in the same manner they would have done. /via Burdon 1 p147 /PR 1

1785, September 15th. Evan Napean, Whitehall, to Superintendent Despard. ... I am directed by Lord Sydney to desire that upon their [about Thirty Convicts sent to Hon by Mr. George Moore, a Merchant in London, with the approbation of Government] arrival you do permit them to be landed ... /via Burdon 1 p150 /xxx [Reference lost.]

KINGSTON, Jamaica, Jan. 14 [1786]. By the arrival of the schooner Nancy, Captian Vaughan, who left the Bay of Honduras the 3d ult. [Dec 1785] ... Few communities endure so many difficulties as the settlers in he above-mentioned Bay; but as if their situation was directly the revese, and claimed chastisement lest they should be too happy, it pleases their kind Governors in England, to deprive them of any one moment's safety or satisfaction, by continually deluging them wiht torrents of convicts of the most unprincipled kind. Several of the smaller settlers have lately been absolutely ruined by the robberies effected int heir property, by these desperadoes, who find immediate reception either at Bacalar or Truxillo: This reception is the more remarkable, those English criminals not being found to exhibit an improved state of morals; since for the commission of various crimes, upwards of twenty of those people were in confinement at the town of Bacalar, when the last advices were received—Roused at lenght, and irritated beyond bearance, the Magistrates and people in general, as we are informed, resolved, at a late general meeting, ""To oppose the admission of any more of these pests and outcasts; to admonish such commanders as may convey them there, to depart without debarking any of them; and, in case he should obstinately persist, to set the vessel or vessels on fire.” /NYP 574

See Kingston 24 Nov 1784 account in Pennsylvania Packet 1868 p3 = 31 Jan 1785 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CEB9BDCC081400%40EANX-10E687B30A264058%402373049-10E687B35806FC58%402-10E687B40B9BDCE0%40America.%2BKingston%252C%2BNovember%2B24"							
E 367	367	0	0		1 Dec 1784	1 Dec 1784	Superintendency	Col. E. M. Despard appointed Superintendent	London					"CO 123/2 [13 or 16 Jun 1783, Memorial]
CO 123/3 [29 Sep 1783]
CO 123/5
CO 137/84 [23 Jan, 1 Dec 1784]"	"Campbell 2003
Burdon I p149"								
E 		0	0		1 Mar 1786	8 Apr 1786	Am prize	HMS Camilla seizes American trading schooner Britannia	Belize T		Capt Richard Hutt	Capt West	Independent Journal [NYC] 264 p2 = 10 Jun 1786			"KINGSTON, Apr 8 [1786]. Yesterday arrived HMS Camilla, Richard Hutt, Esq. Commander, fm Hon, last fm Mosquito Shore.—Capt Hutt left the Mosquito Shore only seventeen days ago. He seized an American schooner, called the Britannia, Capt West, at Bellize River, with twenty thousand feet mahogany on board. /IJ 264"							
E 371	371	0	0		1 Jun 1786	27 Jun 1786	Col Despard arrives	Col. E. M. Despard arrives to fill Superintendency	Old					"CO 123/9
Laws 1765—1810"	Burdon I p153								
E 373	373	0	0		14 Jul 1786	14 Jul 1786	Convention of London							FSP	"Burdon 1 p154
Peniche 257
Coxe cap 77"	"See maps MPD, 18, 020 / MP-MEXICO,399 / See sketch of Belize Town, likely by a Sp commissary MP-MEXICO,732 / See 1787 Faden map Link: https://lccn.loc.gov/86692593

See Hon letter 4 Feb 1786 in Charleston Morning Post [SC] IV 346 p2 = 19 Apr 1786 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CE63E31DF8BEA8%40EANX-10EC7D0071AB6C70%402373492-10EC7D009D0BCA80-10EC7D0126BD86B8 / See Cape Gracias a Dios letter < 13 Jun 1787 in Columbian Herald [SC] 298 p2 = 16 Jul 1787 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CE5F72741F6A10%40EANX-10EC80E06FE444E8%402373945-10EC80E0A73AA5F8%401-10EC80E14AD28DB8%40Kingston%252C%2B%2528Jamaica%2529%2BJune%2B13"							
E 374	374	0	0		14 Jul 1786	30 Jul 1787	Evacuation of Mosquito Shore	Mosquito Shore is evacuated	xxx					CO 123/6 xxx	Burdon 1 162	"And possible establishment of Convention Town [1992 or present-day residence of Mr Edmund Galvez] by Col Despard for poorer evacuees /v Finamore 149 / also home to some American loyalists by c 1787 /v Finamore 151 /CO 700/BritishHonduras15 [marginal note in pencil, by Lawrie]

2,650 Shoremen evacuated, 2,214 to Hon /v Bolland 75 p68 /CO 123/5 [Despard to ?, 23 Feb 1787]

24 Aug 1787 / 20 Oct 1787. Return of Shoremen requiring provisions from Sup. Total 1,420 = 902 Slaves, 517 free. Free Heads of Families 215 = 112 w no slaves, 42 w total of 102 slaves, 19 w total of 445 slaves. /v Bolland 75 86 /CO 123/5

KINGSTON, April 22 [1786]. We learn, by a gentleman lately fm Hon, that the British settlers there daily increase, and trade begins to flourish; the Old River's Mouth having been appointed the general mart, which in many respects is preferable to St. George's Quay, where business heretofore was usually transacted. It is said that many persons fm hence, both old standers and others, intend shortly to go down there to settle, and are now making preparations for the purpose. /Daily Advertiser [NYC] II 403 p2 = 12 Jun 1786

Possibly see, KINGSTON, Aug 23 [1786]. By the arrival of the Camilla, we are agreeably given to understand, that the settlers in the Bay of Hon are at length relieved fm the anxieties and depredations to which they have been heretofore subjected, by Government sending among them transported Felons: ""Those unhappy people,"" writes a most judicious and humane Correspondent at that place, ""are now removed to Sandy-Bay, which is situated to the South of Cape Gracias a Dios, in the country of the Mosquito-Indians; and where, without more industry than I fear falls to their share, they must soon decrease in number, if not totally cease to exist."" /Daily Advertiser [NYC] II 496 p2 = 28 Sep 1786"							
E 375	375	0	0		1 Sep 1786	1 Sep 1786	King’s House built	"Committee [likely Magistrates] chooses Mr. Dean’s lot for first Government House, to be Superintendent’s House, or Court House, thereafter likely christened King’s House"	Old					CO 123/5 [1 Sep 1786]	Burdon I p158	"25 Nov 1789, Col Despard dates an advertisement as ""King's House"" /via Burdon 1 p181 /CO 123/12 [25 Nov 1789]"							
E 376	376	0	0		4 Jan 1787	30 Aug 1787	Grimarest inspection	Enrique de Grimares inspects Hon as Sp Commissary	"Bacalar, Old, St. George’s, Sibun"	Col Enrique de Grimarest / Rafael Bresón / Félix López de Toledo / Capt José González Ruiz	Col Edward Marcus Despard / Richard Hoare			"MEXICO,3023 [Grimarest a Marqués de Sonora a 4 ene 1787, 31 mar 1787, 13 abr 1787, 31 may 1787, 21 jun 1787, 20 ago 1787]
CO 123/5 [Dyer to Napean 18 Oct 1787]"	"Calderon 289
Peniche 393–402
Bolland 75 118"	"18 Oct 1787 Dyer to Napean. Inhabitants complained Sup ""went in his own Person and made our Negroes at our Upper Works dig up by the Roots everything that grew in a very large plantation which was on the North Side of Belize River before the War, and had been cleared and replanted at great Expense since the Peace."" /v Bolland 75 118 /CO 123/5

Grimarest a Sonora, Bacalar a 13 abril 1787. ... [Col Despard] me dió cuenta en carta de 26-3-787 ... de haber contravenido varios colonos en sus establecimientos, a la línea demarcada por los Comisarios de las dos Coronas en el año de 1783, aposesionándose antes de verificr la que está pendiente de resulta de los terrenos ampliados en la nueva convención, de la parte meridional de la boca del río Walix, sin embargo de sus representaciones, amonestaciones y amenazas, a que le replicaron igualmente con las mismas, rehusando el separarse de aquel paraje. Como este aviso incluía las circunstancias de que yo tomase las medidas convenientes sobre el particular, respecto a que los tenía declarados fuera de la protección del Rey de la Gran Bretaña, regulé por más adecuado a la delicadeza del asunto y a no empeñar algún lancecillo que ocasionase disgustos en el tiempo más crítico de estarse cumpliendo la evacuación del territorio de Mosquitos, y por otra parte no manifestar una debilidad repugnante a los mismos derechos de la soberanía española, no obstante de ser el citado paraje uno de los comprendidos en la demarcación de los ampliados, dispuse que ... pasase el Captián de los Reales Ejércitos, con sueldo de vivo y efectivo, D. Rafael Bresón, Ayudante Mayor de la Plaza de Campeche, y nombrado por mí para los objectos de esta Comisión, y de acuerdo con el enunciado Despard, procediese a dejar cumplida la voluntad del Rey, y el artículo 13 de la presente Convención, manejándose con toda la cordua indispensable a la gravedad de su cargo. Salió este oficial el día 2 de este mas para el Walis, y habiéndose puesto de buena fe con el Superinendente inglés, logró en los días 4, 5 y 6 del mismo, con la mayor felicidad, la transmigración de los referidos colonos a la parte del norte que les es permitida, persuadiéndoles a ella con todo de su repugnancia, con moderación, prudencia, y humanidad; y para precaver que volviesen a ocupar éstos, u otros nuevos, las casas ... previno al Cadete del Batallón de Castilla D. Félix López de Toledo, que con 4 granaderos del mismo Cuerpo, permaniese sobre aquel terreno, y observase la orden, que por escrito le dió al efecto, ... obrando en cualquier evento con anuencia del Capitán de la Balandra que está a mis órdenes D. José González Ruiz, por ser sujeto de buena reputación ... /v Calderon 320 /MEXICO,3023

Grimares a Sonora, Bacalar a 31 mayo 1787. Continuando ... D. José Gonzélez Ruiz en las visitas que le tengo prevenidas, para celar que los colonos ingleses no se posesionen de Cayo Cocina, como lo habían empezado a ejecutar antes que tenga lugar la demarcación y entrega de los lugares ampliados, ... me dió cuenta en carta de 6-5 [6 mayo 1787], entre otras cosas, de que habiendo pasado a reconocer los vecinos que fijan y radican sus casas en dicho establecimiento, a fin de que se arreglen a la condición expresa en el artículo 13 de la Convención, le repugnó el cumplirlo el inglés D. Ricardo Hoar, no obstante las reconvenciones prudentes que al efecto le hizo a vista de las casas, muebles y ocupaciones en que se empleaba de aserrar maderas, al pretexto de suponerse se hallaba en pesquería, usando en su contestación de un modo nada conforme al espíritu que debe existir, al ejemplo del cordialidad y buena fe establecido entre las dos Cortes de Madrid y Londres. Este incidente, y el no aventurar ningún lance ajeno de las circunstancias que más interesan en el día, me obligó a dirigir mi recurso al Coronel D. E. M. Despard, ... persuadido de lograr por este medio que se convenciese el citado Hoar, pero a pesar de mis buenos deseos, y sin duda de los que igualmente animan al enunciado Despard, me contestó ponderando los sentimientos de su contravención con lo imposibilitado que se hallabe de reducir a este transgresor, ... /v Calderon 320 /MEXICO,3023

Grimarest a Sonora, Bacalar a 20 ago 1787. Llevado de mi celo y amor al real servicio, no puedo menos de exponer a V.E. lo doloroso que fué el ver al remontar el río Walix, lo devastado y arruinado que tenían los ingleses los montes de la ribera de dicho río, que se iba a comprener en la ampliación de los terrenos últimamente concedidos, teniendo en ella establecimientos formales de mucho tiempo anterior, y también la ribera que ni les era dedida por el Tratado Definitivo de Paz, ni se incluía en la ampliación que iba a practicar, excediéndose hasta más de 60 leguas internados en dicho río, y en el brazo del Oeste. En consideración a que ya le tenía entregado al Sup Despard, desde el día 18 de Julio la parte meridional del Walis, haste el número de leguas descubiertas en el Sibún, en el entretanto emprendíamos el reconocimiento y averiguación de su origen, me pareció oportuno, no obstante a que no dejé de explicarme con el referido Superintendente, el disimular prudente aquellos excesos, pero por lo respectivo a los que no podían mirarse con esa indiferencia, tomé sobre mi el cuidado de ir intimidando a los ingleses situados en aquellos establecimientos a que se desalojasen de ellos, pues a mi regreso (como lo ejecuté) había de destruirlos, y en muchos ranchos en donde no encontré persona alguno, por haberlos desamparado enterados de que subía, los quemé con su [Despard?] acuerdo, después de haber examinado personal y unidamente los montes, en que patenticé el gran número de piezas trozadas en aquellos parajes, y destiné al Capt Rafael Breson, para que con el mismo Despard, siguiese la propia diligencia, desde el Real de demarcación hasta el brazo del oeste. En el intermedio de nuestras operaciones, no sólo se desalojaron, pero precipitadamente arrojaron al agua, y condujeron a la boca, considerable número de las tozas de caoba que tenían cortadas, y ví a mi subida: las cuales llegaban a más de 1000, y por esta razón, me fué imposible el marcarlas con la del Rey a mi vuelta, y sólo lo pude hacer de una corta porción de ellas, y otras que se quemaron, por ser poco útiles, y para que sirviera de ejemplo a la pena del contrabando; protestando a V. E. que el enunciado Despard, me manifestó que sin reflexión a su autoridad ni a sus reconvenciones, llegaba este desorden hasta tocar en hacer ventas con sintrumentos públicos de los terrenos españoles, y formar pleitos contenciosos, entre si el derecho que unos suponían a la madera que cortaban, aventurando a sus negros, y demás gastos si los aprendían los españoles, y otros alegando propiedad sobre el terreno en que lo verificaban ... /v Calderon 322 /MEXICO,3023"							
